transaction_id,customer_id,customer_age_days,lifetime_value,previous_success_rate,average_order_value,previous_recovery_successes,days_since_last_purchase,amount,event_type,failure_reason,timestamp,time_of_day,day_of_week,attempts_so_far,last_contact_time,opted_out,allowed_interventions,intervention,recovered,recovered_amount,time_to_recovery_hours,previous_payment_failures
TXN000053,CUST00567,374,4790.75,0.5,319.3,0,100,231.36,payment_failed,price_hesitation,2026-06-01T17:58:35.757779,17,0,0,,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,discount_offer,True,231.36,0.55,0
TXN000054,CUST01396,930,5265.69,0.5,675.16,0,115,511.34,payment_failed,otp_timeout,2026-06-01T18:36:48.151906,18,0,0,,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,discount_offer,True,511.34,8.19,0
TXN000055,CUST01053,1437,32102.88,0.5,263.4,0,113,136.88,payment_failed,insufficient_funds,2026-06-01T18:40:23.807343,18,0,0,,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,escalate_to_human,True,136.88,5.42,0
TXN000056,CUST00520,537,20023.84,0.5,197.99,0,30,349.84,payment_failed,insufficient_funds,2026-06-01T18:43:54.304796,18,0,0,,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,no_action,False,0.0,,0
TXN000057,CUST00379,394,19267.13,0.5,615.83,0,86,581.17,checkout_abandoned,gateway_error,2026-06-01T19:08:29.239360,19,0,0,,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,discount_offer,True,581.17,2.11,0
TXN000058,CUST00197,177,8798.66,0.5,226.05,0,95,260.45,checkout_abandoned,insufficient_funds,2026-06-01T19:54:38.722447,19,0,0,,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,reminder,False,0.0,,0
TXN000059,CUST01456,1476,8342.61,0.5,176.21,0,69,107.01,checkout_abandoned,otp_timeout,2026-06-01T20:14:14.318178,20,0,0,,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,escalate_to_human,True,107.01,7.86,0
TXN000060,CUST00683,1438,2861.72,0.5,239.31,0,83,266.02,checkout_abandoned,price_hesitation,2026-06-01T21:30:33.118879,21,0,0,,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,escalate_to_human,True,266.02,0.69,0
TXN000061,CUST00698,76,14303.41,0.5,179.14,0,112,177.75,payment_failed,gateway_error,2026-06-01T21:32:19.969962,21,0,0,,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,no_action,False,0.0,,0
TXN000062,CUST01048,1003,1790.9,0.5,273.74,0,17,294.25,checkout_abandoned,bank_decline,2026-06-01T22:18:31.268214,22,0,0,,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,discount_offer,False,0.0,,0
TXN000063,CUST01197,1472,15182.26,0.5,582.1,0,87,898.65,payment_failed,otp_timeout,2026-06-01T22:25:41.547983,22,0,0,,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,reminder,True,898.65,3.18,0
TXN000064,CUST00247,624,2172.4,0.5,730.33,0,17,882.33,payment_failed,otp_timeout,2026-06-01T22:35:24.141437,22,0,0,,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,no_action,False,0.0,,0
TXN000065,CUST00492,1130,4005.6,0.5,315.81,0,80,381.85,payment_failed,otp_timeout,2026-06-01T22:44:02.900405,22,0,0,,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,discount_offer,False,0.0,,0
TXN000066,CUST00501,978,20325.27,0.5,716.2,0,104,343.18,payment_failed,gateway_error,2026-06-01T22:57:25.603603,22,0,0,,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,retry_link,True,343.18,1.89,0
TXN000067,CUST00312,179,2834.45,0.5,382.53,0,12,438.66,payment_failed,gateway_error,2026-06-01T23:07:14.984945,23,0,0,,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,retry_link,True,438.66,2.53,0
TXN000068,CUST01077,249,4176.05,0.5,318.44,0,72,147.59,payment_failed,gateway_error,2026-06-01T23:19:15.721008,23,0,0,,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,no_action,False,0.0,,0
TXN000069,CUST01114,292,9288.46,0.5,341.63,0,96,308.77,payment_failed,price_hesitation,2026-06-01T23:41:25.629412,23,0,0,,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,discount_offer,False,0.0,,0
TXN000070,CUST00193,543,2479.01,0.5,139.1,0,36,111.66,checkout_abandoned,bank_decline,2026-06-02T00:00:28.002007,0,1,0,,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,discount_offer,False,0.0,,0
TXN000071,CUST00892,784,4689.89,0.5,870.95,0,76,1652.52,payment_failed,bank_decline,2026-06-02T00:53:44.243331,0,1,0,,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,no_action,False,0.0,,0
TXN000072,CUST00911,276,1970.72,0.5,221.01,0,75,139.72,payment_failed,otp_timeout,2026-06-02T00:58:51.094591,0,1,0,,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,no_action,False,0.0,,0
TXN000073,CUST00942,1370,4389.94,0.5,460.76,0,41,529.57,checkout_abandoned,price_hesitation,2026-06-02T01:18:02.385871,1,1,0,,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,discount_offer,False,0.0,,0
TXN000074,CUST00658,109,6770.66,0.5,200.58,0,26,274.01,checkout_abandoned,price_hesitation,2026-06-02T01:18:23.358403,1,1,0,,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,retry_link,True,274.01,1.36,0
TXN000075,CUST00783,183,7067.9,0.5,130.49,0,116,105.13,payment_failed,price_hesitation,2026-06-02T01:24:56.949466,1,1,0,,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,no_action,False,0.0,,0
TXN000076,CUST01316,1064,2954.81,0.5,579.7,0,6,656.24,payment_failed,otp_timeout,2026-06-02T01:41:34.728172,1,1,0,,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,no_action,False,0.0,,0
TXN000077,CUST01319,596,6795.75,0.5,202.65,0,110,191.81,payment_failed,bank_decline,2026-06-02T02:10:26.888748,2,1,0,,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,reminder,False,0.0,,0
TXN000078,CUST01198,1204,3466.79,0.5,358.51,0,12,698.42,payment_failed,otp_timeout,2026-06-02T02:12:07.730719,2,1,0,,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,retry_link,True,698.42,4.23,0
TXN000079,CUST00069,704,4162.38,0.5,127.97,0,109,94.58,payment_failed,insufficient_funds,2026-06-02T03:35:11.121161,3,1,0,,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,no_action,False,0.0,,0
TXN000080,CUST01418,1291,6981.4,0.5,380.85,0,100,497.13,checkout_abandoned,otp_timeout,2026-06-02T03:53:29.238304,3,1,0,,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,escalate_to_human,True,497.13,3.44,0
TXN000081,CUST00079,1005,5129.71,0.5,274.88,0,25,183.85,payment_failed,gateway_error,2026-06-02T04:09:21.453594,4,1,0,,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,reminder,True,183.85,0.72,0
TXN000082,CUST01130,610,2426.74,0.5,343.42,0,47,430.66,payment_failed,price_hesitation,2026-06-02T05:03:56.026059,5,1,0,,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,discount_offer,True,430.66,0.43,0
TXN000083,CUST00909,138,16084.76,0.5,412.33,0,36,286.78,payment_failed,price_hesitation,2026-06-02T05:24:26.357003,5,1,0,,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,discount_offer,False,0.0,,0
TXN000084,CUST01317,885,14708.93,0.5,270.17,0,14,422.49,checkout_abandoned,insufficient_funds,2026-06-02T05:34:30.619925,5,1,0,,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,retry_link,True,422.49,0.77,0
TXN000085,CUST00813,426,1364.7,0.5,409.23,0,41,349.33,payment_failed,insufficient_funds,2026-06-02T06:40:31.259017,6,1,0,,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,no_action,False,0.0,,0
TXN000086,CUST00626,508,7041.16,0.5,234.95,0,44,220.48,payment_failed,insufficient_funds,2026-06-02T06:41:31.285775,6,1,0,,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,retry_link,False,0.0,,0
TXN000087,CUST00994,794,1613.32,0.5,608.01,0,104,612.06,payment_failed,price_hesitation,2026-06-02T07:23:13.260154,7,1,0,,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,escalate_to_human,False,0.0,,0
TXN000088,CUST00351,68,1442.19,0.5,484.91,0,23,538.86,checkout_abandoned,price_hesitation,2026-06-02T07:57:28.258959,7,1,0,,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,no_action,False,0.0,,0
TXN000089,CUST00424,626,4993.94,0.5,787.01,0,44,547.07,checkout_abandoned,gateway_error,2026-06-02T08:08:22.894294,8,1,0,,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,escalate_to_human,True,547.07,0.56,0
TXN000090,CUST00593,1469,7664.46,0.5,239.78,0,86,270.72,checkout_abandoned,otp_timeout,2026-06-02T08:26:37.822766,8,1,0,,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,escalate_to_human,True,270.72,3.33,0
TXN000091,CUST00304,814,483.6,0.5,1028.47,0,89,1316.19,checkout_abandoned,bank_decline,2026-06-02T08:44:51.746469,8,1,0,,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,escalate_to_human,True,1316.19,14.91,0
TXN000092,CUST00911,276,1970.72,0.0,221.01,0,75,99.84,payment_failed,gateway_error,2026-06-02T08:46:49.205953,8,1,0,,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,escalate_to_human,True,99.84,3.44,1
TXN000093,CUST00489,909,6817.6,0.5,308.58,0,52,281.67,payment_failed,insufficient_funds,2026-06-02T08:50:55.190875,8,1,0,,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,no_action,False,0.0,,0
TXN000094,CUST01138,1115,7575.8,0.5,179.15,0,43,297.57,checkout_abandoned,insufficient_funds,2026-06-02T09:13:14.638889,9,1,0,,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,no_action,False,0.0,,0
TXN000095,CUST00823,975,4378.87,0.5,245.83,0,79,281.83,checkout_abandoned,bank_decline,2026-06-02T09:31:20.832004,9,1,0,,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,discount_offer,False,0.0,,0
TXN000096,CUST01215,172,28699.99,0.5,452.92,0,14,676.61,payment_failed,bank_decline,2026-06-02T10:04:20.456722,10,1,0,,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,discount_offer,False,0.0,,0
TXN000097,CUST00925,1419,5212.44,0.5,412.98,0,34,384.61,payment_failed,insufficient_funds,2026-06-02T10:56:40.067978,10,1,0,,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,retry_link,False,0.0,,0
TXN000098,CUST00026,604,35502.34,0.5,127.83,0,51,142.8,checkout_abandoned,price_hesitation,2026-06-02T11:03:27.262021,11,1,0,,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,reminder,False,0.0,,0
TXN000099,CUST01009,780,5121.87,0.5,138.15,0,82,122.67,checkout_abandoned,price_hesitation,2026-06-02T11:04:29.144096,11,1,0,,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,reminder,False,0.0,,0
TXN000100,CUST00787,1029,4687.02,0.5,624.03,0,119,578.35,checkout_abandoned,bank_decline,2026-06-02T11:09:29.881228,11,1,0,,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,discount_offer,False,0.0,,0
TXN000101,CUST01252,111,5514.63,0.5,637.35,0,12,566.55,payment_failed,gateway_error,2026-06-02T11:30:58.511012,11,1,0,,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,reminder,True,566.55,21.44,0
TXN000102,CUST01097,1133,13710.3,0.5,220.96,0,76,264.93,checkout_abandoned,insufficient_funds,2026-06-02T12:12:55.013652,12,1,0,,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,reminder,False,0.0,,0
TXN000103,CUST00167,251,3058.03,0.5,493.31,0,16,439.21,checkout_abandoned,bank_decline,2026-06-02T12:21:45.761107,12,1,0,,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,no_action,False,0.0,,0
TXN000104,CUST00646,691,1422.7,0.5,448.58,0,74,353.86,payment_failed,otp_timeout,2026-06-02T12:41:43.542448,12,1,0,,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,escalate_to_human,True,353.86,5.66,0
TXN000105,CUST00987,475,6540.63,0.5,400.32,0,98,480.18,checkout_abandoned,price_hesitation,2026-06-02T12:56:14.353567,12,1,0,,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,retry_link,True,480.18,3.83,0
TXN000106,CUST00144,1489,2291.92,0.5,1508.91,0,65,3540.0,payment_failed,otp_timeout,2026-06-02T12:58:07.205817,12,1,0,,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,no_action,False,0.0,,0
TXN000107,CUST00961,613,1590.89,0.5,134.45,0,13,98.22,checkout_abandoned,otp_timeout,2026-06-02T13:02:22.594546,13,1,0,,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,reminder,True,98.22,4.66,0
TXN000108,CUST01082,1437,3516.18,1.0,580.36,1,1,634.72,payment_failed,otp_timeout,2026-06-02T13:44:50.952310,13,1,0,2026-06-01T12:52:15.756916,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,no_action,True,634.72,2.65,0
TXN000109,CUST00233,1138,1368.31,0.5,201.03,0,87,193.29,checkout_abandoned,price_hesitation,2026-06-02T14:15:38.327200,14,1,0,,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,escalate_to_human,False,0.0,,0
TXN000110,CUST00450,1440,1388.36,0.5,500.01,0,44,454.28,payment_failed,gateway_error,2026-06-02T14:24:27.646166,14,1,0,,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,reminder,True,454.28,1.59,0
TXN000111,CUST01499,1261,958.99,0.5,390.92,0,91,254.45,payment_failed,price_hesitation,2026-06-02T14:30:33.046097,14,1,0,,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,discount_offer,True,254.45,4.6,0
TXN000112,CUST00091,1207,2602.73,0.5,390.55,0,79,295.47,checkout_abandoned,insufficient_funds,2026-06-02T15:48:42.178055,15,1,0,,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,reminder,False,0.0,,0
TXN000113,CUST00565,355,6473.62,0.5,349.56,0,101,606.25,payment_failed,otp_timeout,2026-06-02T16:00:32.753183,16,1,0,,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,reminder,True,606.25,1.32,0
TXN000114,CUST01144,497,6760.65,0.5,442.05,0,45,253.56,payment_failed,price_hesitation,2026-06-02T16:34:15.440469,16,1,0,,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,retry_link,False,0.0,,0
TXN000115,CUST01130,610,2426.74,1.0,343.42,1,0,329.81,checkout_abandoned,insufficient_funds,2026-06-02T16:41:53.842898,16,1,1,2026-06-02T05:03:56.026059,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,reminder,False,0.0,,0
